Date,Id,suburb,postalCode,sellPrice,bed,bath,car,propType,,,
2/11/2017,2311,Marayong,2148,950000,3,1,2,house,,,
30/10/2017,2312,Blacktown,2148,790000,3,2,4,house,,,
30/10/2017,2313,Blacktown,2148,755000,2,1,2,house,,,
27/10/2017,2314,Blacktown,2148,740000,3,1,1,house,,,
25/10/2017,2315,Blacktown,2148,865000,5,2,2,house,,,
25/10/2017,2316,Blacktown,2148,727000,4,2,5,house,,,
23/10/2017,2317,Blacktown,2148,623000,3,2,2,townhouse,,,
16/10/2017,2318,Blacktown,2148,900000,3,1,2,house,,,
14/10/2017,2319,Blacktown,2148,700000,3,1,,house,,,
12/10/2017,2320,Blacktown,2148,650000,3,2,2,townhouse,,,
11/10/2017,2321,Blacktown,2148,770000,3,1,3,house,,,
10/10/2017,2322,Kings Park,2148,710000,3,1,1,house,,,
10/10/2017,2323,Blacktown,2148,640000,2,2,1,townhouse,,,
29/09/2017,2324,Blacktown,2148,1600000,7,3,2,house,,,
26/09/2017,2325,Marayong,2148,560000,2,2,1,house,,,
21/09/2017,2326,Kings Park,2148,767000,3,1,2,house,,,
20/09/2017,2327,Marayong,2148,846000,5,3,2,house,,,
19/09/2017,2328,Marayong,2148,720000,3,1,1,house,,,
19/09/2017,2329,Kings Park,2148,710000,3,1,1,house,,,
18/09/2017,2330,Kings Park,2148,792000,3,1,2,house,,,
13/09/2017,2331,Kings Park,2148,850000,3,1,1,house,,,
11/09/2017,2332,Blacktown,2148,785000,4,2,2,house,,,
8/09/2017,2333,Blacktown,2148,997000,4,4,2,townhouse,,,
8/09/2017,2334,Blacktown,2148,997000,4,4,2,house,,,
7/09/2017,2335,Blacktown,2148,700000,4,1,2,townhouse,,,
7/09/2017,2336,Blacktown,2148,562000,3,1,1,villa,,,
4/09/2017,2337,Blacktown,2148,1050000,4,3,2,house,,,
2/09/2017,2338,Blacktown,2148,818000,3,2,1,house,,,
24/08/2017,2339,Kings Park,2148,805000,3,1,2,house,,,
23/08/2017,2340,Blacktown,2148,699950,3,2,1,townhouse,,,
23/08/2017,2341,Blacktown,2148,495000,2,1,1,villa,,,
22/08/2017,2342,Blacktown,2148,560000,3,1,1,townhouse,,,
21/08/2017,2343,Marayong,2148,735000,3,1,1,house,,,
18/08/2017,2344,Marayong,2148,745000,3,1,2,house,,,
17/08/2017,2345,Blacktown,2148,675000,3,1,2,house,,,
11/08/2017,2346,Prospect,2148,560000,2,1,2,villa,,,
11/08/2017,2347,Blacktown,2148,553000,3,2,2,townhouse,,,
10/08/2017,2348,Blacktown,2148,710000,4,2,1,townhouse,,,
9/08/2017,2349,Blacktown,2148,900000,5,2,4,house,,,
9/08/2017,2350,Blacktown,2148,700000,4,1,1,house,,,
8/08/2017,2351,Kings Park,2148,680000,3,1,2,house,,,
7/08/2017,2352,Marayong,2148,777500,4,2,1,house,,,
7/08/2017,2353,Marayong,2148,723000,3,1,2,house,,,
31/07/2017,2354,Blacktown,2148,865000,4,2,2,townhouse,,,
31/07/2017,2355,Kings Park,2148,750000,4,1,2,house,,,
31/07/2017,2356,Kings Park,2148,745000,3,1,2,house,,,
31/07/2017,2357,Blacktown,2148,467000,2,1,1,villa,,,
29/07/2017,2358,Blacktown,2148,952000,3,2,2,house,,,
28/07/2017,2359,Kings Park,2148,775000,3,1,1,house,,,
24/07/2017,2360,Blacktown,2148,997000,4,4,2,house,,,
24/07/2017,2361,Prospect,2148,845000,4,3,2,house,,,
24/07/2017,2362,Marayong,2148,755000,4,1,1,house,,,
24/07/2017,2363,Blacktown,2148,624000,2,2,1,townhouse,,,
24/07/2017,2364,Blacktown,2148,623000,2,2,1,townhouse,,,
24/07/2017,2365,Blacktown,2148,560000,2,1,1,townhouse,,,
21/07/2017,2366,Blacktown,2148,650000,4,2,2,house,,,
20/07/2017,2367,Blacktown,2148,640000,3,2,1,house,,,
19/07/2017,2368,Blacktown,2148,526000,3,1,2,townhouse,,,
17/07/2017,2369,Blacktown,2148,997000,4,4,2,house,,,
12/07/2017,2370,Kings Park,2148,890000,5,2,2,house,,,
11/07/2017,2371,Blacktown,2148,1130000,4,3,2,house,,,
10/07/2017,2372,Blacktown,2148,966000,5,4,2,townhouse,,,
8/07/2017,2373,Blacktown,2148,820000,6,3,3,house,,,
7/07/2017,2374,Blacktown,2148,725000,3,1,1,townhouse,,,
4/07/2017,2375,Blacktown,2148,830000,4,2,1,house,,,
30/06/2017,2376,Blacktown,2148,790000,3,2,2,townhouse,,,
29/06/2017,2377,Blacktown,2148,480000,2,1,2,villa,,,
27/06/2017,2378,Kings Park,2148,833000,5,1,2,house,,,
23/06/2017,2379,Blacktown,2148,1066000,5,4,2,townhouse,,,
23/06/2017,2380,Blacktown,2148,869000,4,3,2,townhouse,,,
23/06/2017,2381,Blacktown,2148,859000,4,2,2,townhouse,,,
23/06/2017,2382,Blacktown,2148,815000,3,2,2,townhouse,,,
23/06/2017,2383,Blacktown,2148,623000,2,2,1,townhouse,,,
20/06/2017,2384,Blacktown,2148,547000,3,1,1,villa,,,
19/06/2017,2385,Marayong,2148,735000,5,3,2,townhouse,,,
17/06/2017,2386,Blacktown,2148,815000,3,2,2,townhouse,,,
16/06/2017,2387,Blacktown,2148,865000,3,3,2,terrace,,,
12/06/2017,2388,Blacktown,2148,1250000,3,1,1,house,,,
9/06/2017,2389,Blacktown,2148,790000,3,1,,house,,,
7/06/2017,2390,Kings Park,2148,660000,3,1,1,house,,,
6/06/2017,2391,Blacktown,2148,788000,4,2,1,house,,,
5/06/2017,2392,Blacktown,2148,751000,3,1,1,house,,,
5/06/2017,2393,Blacktown,2148,686500,4,1,1,house,,,
1/06/2017,2394,Blacktown,2148,797000,3,1,4,house,,,
1/06/2017,2395,Blacktown,2148,545000,3,1,1,townhouse,,,
31/05/2017,2396,Prospect,2148,810000,3,2,2,house,,,
29/05/2017,2397,Kings Park,2148,829000,4,2,2,house,,,
29/05/2017,2398,Blacktown,2148,728500,3,2,4,house,,,
27/05/2017,2399,Blacktown,2148,800000,4,3,1,house,,,
26/05/2017,2400,Blacktown,2148,696000,3,1,2,house,,,
25/05/2017,2401,Blacktown,2148,680000,3,1,1,house,,,
25/05/2017,2402,Blacktown,2148,521000,3,2,1,townhouse,,,
24/05/2017,2403,Blacktown,2148,470000,2,1,1,villa,,,
22/05/2017,2404,Blacktown,2148,920000,4,2,2,house,,,
22/05/2017,2405,Blacktown,2148,789000,3,1,,house,,,
22/05/2017,2406,Blacktown,2148,710000,3,1,1,house,,,
19/05/2017,2407,Blacktown,2148,1009000,4,4,2,townhouse,,,
19/05/2017,2408,Blacktown,2148,859000,4,2,2,townhouse,,,
19/05/2017,2409,Blacktown,2148,834000,3,2,2,townhouse,,,
19/05/2017,2410,Blacktown,2148,750000,4,2,1,townhouse,,,
18/05/2017,2411,Blacktown,2148,648000,3,1,3,house,,,
16/05/2017,2412,Blacktown,2148,970000,4,2,5,house,,,
16/05/2017,2413,Blacktown,2148,720000,4,1,4,house,,,
13/05/2017,2414,Blacktown,2148,765000,3,2,2,house,,,
13/05/2017,2415,Blacktown,2148,742000,3,2,2,house,,,
11/05/2017,2416,Blacktown,2148,795000,3,2,2,house,,,
8/05/2017,2417,Marayong,2148,885000,4,2,2,house,,,
8/05/2017,2418,Blacktown,2148,730000,4,2,2,townhouse,,,
6/05/2017,2419,Blacktown,2148,1100000,3,1,1,house,,,
6/05/2017,2420,Blacktown,2148,905000,5,2,2,house,,,
5/05/2017,2421,Kings Park,2148,880000,4,2,2,house,,,
5/05/2017,2422,Blacktown,2148,691000,2,1,1,house,,,
4/05/2017,2423,Marayong,2148,700000,3,2,1,house,,,
28/04/2017,2424,Marayong,2148,770000,4,1,4,house,,,
28/04/2017,2425,Kings Park,2148,730000,3,1,1,house,,,
28/04/2017,2426,Blacktown,2148,500000,2,1,1,house,,,
27/04/2017,2427,Blacktown,2148,870000,3,2,2,house,,,
27/04/2017,2428,Blacktown,2148,610000,3,1,2,townhouse,,,
24/04/2017,2429,Marayong,2148,900000,3,1,3,house,,,
22/04/2017,2430,Blacktown,2148,720000,3,1,,house,,,
20/04/2017,2431,Blacktown,2148,847000,4,2,1,house,,,
18/04/2017,2432,Prospect,2148,897000,4,2,2,house,,,
13/04/2017,2433,Blacktown,2148,650000,3,2,3,duplex/semi-detached,,,
12/04/2017,2434,Blacktown,2148,764000,4,2,2,townhouse,,,
12/04/2017,2435,Marayong,2148,662000,3,2,,house,,,
11/04/2017,2436,Kings Park,2148,800000,3,1,2,house,,,
10/04/2017,2437,Blacktown,2148,960000,4,3,2,house,,,
10/04/2017,2438,Marayong,2148,760000,4,2,4,house,,,
10/04/2017,2439,Marayong,2148,665000,2,1,,house,,,
6/04/2017,2440,Blacktown,2148,785000,4,2,2,house,,,
6/04/2017,2441,Marayong,2148,680000,3,1,,house,,,
5/04/2017,2442,Blacktown,2148,760000,3,1,1,house,,,
5/04/2017,2443,Blacktown,2148,750000,3,2,1,townhouse,,,
5/04/2017,2444,Blacktown,2148,690000,3,1,1,house,,,
4/04/2017,2445,Blacktown,2148,742000,3,1,2,house,,,
4/04/2017,2446,Blacktown,2148,740000,5,2,4,house,,,
3/04/2017,2447,Kings Park,2148,820000,4,2,1,house,,,
3/04/2017,2448,Blacktown,2148,636000,4,2,2,townhouse,,,
1/04/2017,2449,Blacktown,2148,733000,4,1,1,house,,,
29/03/2017,2450,Prospect,2148,880000,3,1,4,house,,,
29/03/2017,2451,Kings Park,2148,746000,3,1,3,house,,,
28/03/2017,2452,Blacktown,2148,580000,3,1,1,townhouse,,,
27/03/2017,2453,Blacktown,2148,807000,4,2,1,house,,,
27/03/2017,2454,Blacktown,2148,675000,3,1,1,house,,,
27/03/2017,2455,Marayong,2148,660000,3,1,,house,,,
25/03/2017,2456,Blacktown,2148,842000,4,2,1,house,,,
25/03/2017,2457,Blacktown,2148,756000,3,2,2,house,,,
25/03/2017,2458,Blacktown,2148,670000,3,1,1,house,,,
24/03/2017,2459,Blacktown,2148,1099000,5,4,2,house,,,
24/03/2017,2460,Blacktown,2148,854000,4,2,2,townhouse,,,
24/03/2017,2461,Blacktown,2148,805000,3,3,2,townhouse,,,
24/03/2017,2462,Blacktown,2148,780000,3,3,2,townhouse,,,
24/03/2017,2463,Blacktown,2148,750000,3,2,,townhouse,,,
24/03/2017,2464,Blacktown,2148,750000,3,2,1,townhouse,,,
24/03/2017,2465,Blacktown,2148,738000,3,2,2,townhouse,,,
24/03/2017,2466,Blacktown,2148,690000,3,1,1,house,,,
24/03/2017,2467,Blacktown,2148,675000,3,1,1,house,,,
21/03/2017,2468,Blacktown,2148,655000,2,1,1,house,,,
20/03/2017,2469,Blacktown,2148,820000,3,1,2,house,,,
18/03/2017,2470,Blacktown,2148,775000,3,1,4,house,,,
16/03/2017,2471,Blacktown,2148,920000,5,2,2,house,,,
16/03/2017,2472,Blacktown,2148,685000,3,2,1,house,,,
14/03/2017,2473,Blacktown,2148,763000,3,2,2,house,,,
14/03/2017,2474,Blacktown,2148,730500,3,2,1,house,,,
14/03/2017,2475,Blacktown,2148,680000,3,1,1,house,,,
13/03/2017,2476,Prospect,2148,750000,4,1,1,house,,,
13/03/2017,2477,Marayong,2148,670000,3,1,1,house,,,
28/06/2019,2478,Matraville,2036,1635000,3,2,2,house,,,
27/06/2019,2479,Phillip Bay,2036,1740000,5,2,2,house,,,
24/06/2019,2480,Little Bay,2036,1670000,4,3,2,townhouse,,,
22/06/2019,2481,Matraville,2036,2640000,5,4,3,duplex/semi-detached,,,
22/06/2019,2482,Chifley,2036,1670000,5,4,2,house,,,
15/06/2019,2483,Matraville,2036,2250000,4,3,4,house,,,
4/06/2019,2484,Malabar,2036,1935000,4,1,2,house,,,
3/06/2019,2485,La Perouse,2036,1900000,4,2,1,house,,,
13/04/2019,2486,Little Bay,2036,1525000,3,1,3,house,,,
27/03/2019,2487,Chifley,2036,1180000,3,2,2,duplex/semi-detached,,,
23/03/2019,2488,Chifley,2036,1550000,3,1,4,house,,,
20/03/2019,2489,Matraville,2036,2030000,5,2,3,house,,,
1/03/2019,2490,Chifley,2036,1750000,5,3,2,house,,,
1/03/2019,2491,Matraville,2036,1700000,4,2,1,house,,,
23/02/2019,2492,Malabar,2036,1870000,4,3,1,house,,,
21/01/2019,2493,Matraville,2036,2100000,4,3,1,house,,,
14/01/2019,2494,Hillsdale,2036,1175000,3,2,2,townhouse,,,
15/12/2018,2495,Matraville,2036,1300000,3,1,1,house,,,
14/12/2018,2496,Malabar,2036,1320000,4,1,1,house,,,
11/12/2018,2497,Chifley,2036,1600000,4,3,2,house,,,
21/11/2018,2498,Matraville,2036,1640000,4,2,2,house,,,
19/11/2018,2499,Matraville,2036,1555000,3,1,2,house,,,
14/11/2018,2500,Matraville,2036,1380000,4,4,1,house,,,
26/10/2018,2501,Little Bay,2036,2125000,4,2,2,house,,,
22/09/2018,2502,Little Bay,2036,2795000,4,2,5,house,,,
15/09/2018,2503,Little Bay,2036,1575000,3,1,4,house,,,
27/08/2018,2504,Matraville,2036,2006000,3,3,2,house,,,
25/08/2018,2505,Malabar,2036,1825000,3,2,2,townhouse,,,
4/08/2018,2506,Matraville,2036,1520000,3,2,1,house,,,
28/07/2018,2507,Little Bay,2036,1641000,4,1,1,house,,,
23/07/2018,2508,Matraville,2036,1750000,4,1,1,house,,,
4/07/2018,2509,Little Bay,2036,2070000,5,3,3,house,,,
14/06/2018,2510,Little Bay,2036,2150000,5,3,2,house,,,
1/06/2018,2511,Matraville,2036,1750000,3,2,,house,,,
1/06/2018,2512,Eastgardens,2036,1650000,3,1,3,house,,,
26/05/2018,2513,Matraville,2036,1845000,4,2,2,house,,,
17/05/2018,2514,Matraville,2036,1150000,4,2,2,townhouse,,,
8/05/2018,2515,Matraville,2036,1250000,3,1,2,duplex/semi-detached,,,
5/05/2018,2516,Matraville,2036,1835000,3,2,2,house,,,
5/05/2018,2517,Matraville,2036,1800000,3,1,2,house,,,
5/05/2018,2518,Matraville,2036,1730000,3,2,3,house,,,
5/05/2018,2519,Matraville,2036,1080000,3,2,1,townhouse,,,
24/04/2018,2520,Chifley,2036,1700000,4,2,2,duplex/semi-detached,,,
13/04/2018,2521,Matraville,2036,1575000,3,2,1,house,,,
26/03/2018,2522,Little Bay,2036,1660000,4,2,2,duplex/semi-detached,,,
24/03/2018,2523,Matraville,2036,2410000,3,1,2,house,,,
24/03/2018,2524,Matraville,2036,1825000,3,2,3,house,,,
24/03/2018,2525,Matraville,2036,1200000,1,1,2,house,,,
23/03/2018,2526,Phillip Bay,2036,1710000,5,2,4,house,,,
17/03/2018,2527,Chifley,2036,2450000,5,3,2,house,,,
17/03/2018,2528,Little Bay,2036,2330000,4,2,4,house,,,
16/03/2018,2529,Chifley,2036,1672500,3,2,2,house,,,
10/03/2018,2530,Matraville,2036,1785000,5,3,2,house,,,
8/03/2018,2531,Matraville,2036,1595000,5,3,2,house,,,
2/03/2018,2532,La Perouse,2036,1260000,3,2,2,townhouse,,,
24/02/2018,2533,Chifley,2036,1831000,3,1,2,house,,,
22/02/2018,2534,Little Bay,2036,1430000,4,2,1,house,,,
16/02/2018,2535,Matraville,2036,1600000,4,2,1,house,,,
29/12/2017,2536,Matraville,2036,2270000,4,3,2,house,,,
22/12/2017,2537,Eastgardens,2036,1300000,3,1,2,house,,,
5/12/2017,2538,Little Bay,2036,3150000,4,3,2,house,,,
2/12/2017,2539,Matraville,2036,2210000,5,2,2,house,,,
24/11/2017,2540,Chifley,2036,1625000,3,1,3,house,,,
24/11/2017,2541,Chifley,2036,895000,3,2,1,townhouse,,,
8/11/2017,2542,Matraville,2036,900000,3,2,2,townhouse,,,
4/11/2017,2543,Phillip Bay,2036,2100000,3,2,4,house,,,
4/11/2017,2544,Phillip Bay,2036,1605000,4,2,2,duplex/semi-detached,,,
4/11/2017,2545,Matraville,2036,1565000,3,1,2,house,,,
28/10/2017,2546,Matraville,2036,1661000,3,1,2,house,,,
28/10/2017,2547,Eastgardens,2036,1480000,2,1,1,house,,,
28/10/2017,2548,Matraville,2036,1250000,3,1,3,duplex/semi-detached,,,
7/10/2017,2549,Chifley,2036,1875000,2,1,3,house,,,
7/10/2017,2550,Matraville,2036,1769000,2,1,2,house,,,
4/10/2017,2551,Chifley,2036,1750000,2,1,2,house,,,
27/09/2017,2552,Matraville,2036,1800000,5,1,4,house,,,
21/09/2017,2553,Matraville,2036,1830000,4,3,2,duplex/semi-detached,,,
18/09/2017,2554,Matraville,2036,1721000,2,1,3,house,,,
2/09/2017,2555,Phillip Bay,2036,2070000,4,2,2,house,,,
1/09/2017,2556,Chifley,2036,1505000,3,2,2,house,,,
30/08/2017,2557,Little Bay,2036,4600000,5,4,2,house,,,
19/08/2017,2558,Matraville,2036,1970000,4,1,3,house,,,
19/08/2017,2559,Chifley,2036,1910000,3,1,4,house,,,
17/08/2017,2560,Matraville,2036,2525000,5,3,2,house,,,
9/08/2017,2561,Malabar,2036,1860000,3,2,2,townhouse,,,
22/07/2017,2562,Malabar,2036,2720000,3,1,1,house,,,
22/07/2017,2563,Phillip Bay,2036,1625000,5,2,2,house,,,
17/07/2017,2564,Matraville,2036,1825000,3,1,3,house,,,
3/07/2017,2565,Matraville,2036,1800000,4,1,4,house,,,
1/07/2017,2566,Malabar,2036,2151000,3,1,2,house,,,
1/07/2017,2567,Matraville,2036,2050000,3,2,3,house,,,
1/07/2017,2568,Matraville,2036,1805000,4,3,2,house,,,
30/06/2017,2569,Matraville,2036,1605000,4,3,2,house,,,
30/06/2017,2570,Little Bay,2036,1550000,3,2,2,house,,,
24/06/2017,2571,Matraville,2036,1540000,3,2,1,house,,,
23/06/2017,2572,Little Bay,2036,2500000,4,3,2,townhouse,,,
17/06/2017,2573,Matraville,2036,1905000,3,1,2,house,,,
17/06/2017,2574,Matraville,2036,1053000,2,1,1,townhouse,,,
27/05/2017,2575,Little Bay,2036,1900000,3,2,1,house,,,
20/05/2017,2576,Matraville,2036,1800000,3,1,2,house,,,
20/05/2017,2577,Matraville,2036,1765000,3,2,2,house,,,
13/05/2017,2578,Malabar,2036,1520000,2,1,,duplex/semi-detached,,,
9/05/2017,2579,Matraville,2036,1827000,4,2,3,house,,,
23/04/2017,2580,Chifley,2036,2200000,3,1,3,house,,,
10/04/2017,2581,Matraville,2036,1810000,4,2,3,house,,,
8/04/2017,2582,Matraville,2036,1565000,3,2,1,house,,,
25/03/2017,2583,Chifley,2036,2270000,4,2,2,house,,,
25/03/2017,2584,Matraville,2036,1835000,3,1,1,house,,,
25/03/2017,2585,Matraville,2036,1740000,5,3,6,house,,,
22/03/2017,2586,Matraville,2036,1770000,4,2,1,duplex/semi-detached,,,
21/03/2017,2587,Little Bay,2036,1970000,4,1,3,house,,,
18/03/2017,2588,Matraville,2036,1860000,3,2,2,house,,,
3/03/2017,2589,Phillip Bay,2036,1321000,3,1,3,townhouse,,,
26/02/2017,2590,Matraville,2036,1920000,4,2,2,house,,,
25/02/2017,2591,Matraville,2036,1756000,3,2,2,house,,,
25/02/2017,2592,Matraville,2036,1630000,3,1,2,house,,,
18/02/2017,2593,Matraville,2036,1911000,3,2,2,house,,,
18/02/2017,2594,Little Bay,2036,1600000,3,3,2,house,,,
20/01/2017,2595,Little Bay,2036,1575000,4,3,2,house,,,
8/12/2016,2596,Malabar,2036,2050000,4,2,2,house,,,
26/11/2016,2597,Chifley,2036,1965000,3,1,3,house,,,
26/11/2016,2598,Matraville,2036,1360000,2,1,2,house,,,
25/11/2016,2599,Matraville,2036,1390300,3,2,2,townhouse,,,
23/11/2016,2600,Matraville,2036,1730000,6,2,2,house,,,
21/11/2016,2601,Little Bay,2036,1670000,4,3,1,duplex/semi-detached,,,
12/11/2016,2602,Matraville,2036,1880000,4,3,2,house,,,
5/11/2016,2603,Matraville,2036,1450000,3,1,2,house,,,
5/11/2016,2604,Matraville,2036,1187000,3,1,1,townhouse,,,
2/11/2016,2605,Eastgardens,2036,1300000,3,1,2,house,,,
25/10/2016,2606,Little Bay,2036,2080000,5,2,2,house,,,
6/10/2016,2607,Hillsdale,2036,1790000,6,4,4,house,,,
30/09/2016,2608,Eastgardens,2036,2340000,5,3,2,house,,,
3/09/2016,2609,Matraville,2036,1775000,3,2,2,house,,,
19/08/2016,2610,Chifley,2036,1750000,3,1,2,house,,,
20/07/2016,2611,Little Bay,2036,5750000,6,5,2,house,,,
15/07/2016,2612,Little Bay,2036,1800000,3,2,2,house,,,
2/07/2016,2613,Matraville,2036,1703000,3,1,1,house,,,
23/06/2016,2614,Eastgardens,2036,1570000,3,2,3,house,,,
10/06/2016,2615,Matraville,2036,1300000,3,2,2,duplex/semi-detached,,,
9/06/2016,2616,Matraville,2036,1250000,3,2,1,duplex/semi-detached,,,
31/05/2016,2617,Matraville,2036,1960000,4,3,4,house,,,
28/05/2016,2618,Little Bay,2036,1881000,3,1,2,house,,,
22/04/2016,2619,Malabar,2036,2900000,5,3,3,house,,,
16/04/2016,2620,Matraville,2036,1343000,3,1,3,house,,,
15/04/2016,2621,Malabar,2036,2450000,4,2,1,house,,,
13/04/2016,2622,Malabar,2036,2410000,5,3,2,house,,,
19/03/2016,2623,Little Bay,2036,1750000,4,2,2,house,,,
12/03/2016,2624,Malabar,2036,1910000,3,1,2,house,,,
10/03/2016,2625,Little Bay,2036,1425000,3,2,2,house,,,
5/03/2016,2626,Hillsdale,2036,920000,3,2,2,townhouse,,,
2/03/2016,2627,Matraville,2036,1180000,3,1,1,house,,,
10/02/2016,2628,Matraville,2036,1850000,4,2,4,house,,,
11/01/2016,2629,Eastgardens,2036,1350000,3,1,2,house,,,
9/12/2015,2630,Malabar,2036,1850000,4,2,2,house,,,
31/10/2015,2631,Little Bay,2036,2575000,5,3,4,house,,,
26/09/2015,2632,Matraville,2036,768000,2,1,1,townhouse,,,
12/09/2015,2633,Matraville,2036,1685000,5,3,2,house,,,
28/08/2015,2634,Matraville,2036,1640000,2,1,4,house,,,
10/08/2015,2635,Matraville,2036,1855000,3,1,4,house,,,
1/07/2015,2636,Hillsdale,2036,800000,3,1,1,house,,,
12/03/2015,2637,Little Bay,2036,895000,2,2,1,house,,,
29/10/2018,2638,Malabar,2036,1500000,2,2,1,house,,,
26/10/2018,2639,Little Bay,2036,1675000,3,2,2,terrace,,,
24/10/2018,2640,Little Bay,2036,1635000,3,2,2,townhouse,,,
5/10/2018,2641,Matraville,2036,1555000,2,1,1,house,,,
29/09/2018,2642,Chifley,2036,2100000,4,2,3,house,,,
22/09/2018,2643,Malabar,2036,2240000,3,1,3,house,,,
1/09/2018,2644,Chifley,2036,1150000,3,1,3,house,,,
24/08/2018,2645,Malabar,2036,1850000,3,1,2,house,,,
16/08/2018,2646,Little Bay,2036,2000000,6,2,2,house,,,
30/07/2018,2647,Malabar,2036,2160000,3,1,1,house,,,
2/07/2018,2648,Little Bay,2036,1531000,4,3,2,terrace,,,
23/06/2018,2649,Hillsdale,2036,1356500,3,1,3,house,,,
26/05/2018,2650,Matraville,2036,1785000,3,3,2,house,,,
25/05/2018,2651,Malabar,2036,2100000,3,1,2,house,,,
23/05/2018,2652,Matraville,2036,2000000,4,2,4,house,,,
23/05/2018,2653,Eastgardens,2036,1500000,3,1,2,house,,,
15/05/2018,2654,Malabar,2036,1900000,4,2,3,house,,,
5/05/2018,2655,La Perouse,2036,2011000,3,1,,other,,,
5/05/2018,2656,Matraville,2036,1600000,3,1,1,house,,,
28/04/2018,2657,Phillip Bay,2036,1550000,3,1,4,house,,,
28/04/2018,2658,Matraville,2036,900500,2,1,2,townhouse,,,
21/04/2018,2659,Hillsdale,2036,1400000,3,1,1,house,,,
16/04/2018,2660,Little Bay,2036,4205000,4,3,4,house,,,
11/04/2018,2661,Little Bay,2036,1850000,3,3,2,house,,,
10/04/2018,2662,Matraville,2036,1825000,4,3,2,house,,,
9/04/2018,2663,Chifley,2036,1500000,3,2,2,house,,,
26/03/2018,2664,Malabar,2036,2400000,2,1,3,house,,,
7/03/2018,2665,Malabar,2036,1425000,4,2,4,house,,,
2/03/2018,2666,Matraville,2036,2380000,5,4,4,house,,,
26/02/2018,2667,Chifley,2036,1710000,3,2,2,house,,,
15/12/2017,2668,Matraville,2036,1530000,3,1,2,house,,,
13/12/2017,2669,Chifley,2036,1805000,4,2,2,duplex/semi-detached,,,
9/12/2017,2670,Eastgardens,2036,1770000,4,1,4,house,,,
4/12/2017,2671,Matraville,2036,2080000,5,2,4,house,,,
28/11/2017,2672,Hillsdale,2036,1350000,4,2,1,house,,,
28/11/2017,2673,Hillsdale,2036,1100000,2,2,2,townhouse,,,
18/11/2017,2674,Chifley,2036,1600000,4,2,4,house,,,
4/11/2017,2675,Hillsdale,2036,1100000,3,2,2,townhouse,,,
25/10/2017,2676,Matraville,2036,1965000,4,2,2,house,,,
20/10/2017,2677,Matraville,2036,2381000,3,2,2,house,,,
9/10/2017,2678,Matraville,2036,1850000,4,2,4,house,,,
9/10/2017,2679,Matraville,2036,1700000,5,2,2,house,,,
28/09/2017,2680,Malabar,2036,2050000,5,2,2,house,,,
26/09/2017,2681,Matraville,2036,1935000,5,2,3,house,,,
16/09/2017,2682,Little Bay,2036,800000,1,1,1,terrace,,,
9/09/2017,2683,Matraville,2036,2020000,5,2,3,house,,,
29/08/2017,2684,Malabar,2036,1830000,4,3,2,house,,,
25/08/2017,2685,Malabar,2036,2070000,3,2,3,house,,,
25/08/2017,2686,Little Bay,2036,1790000,3,1,2,house,,,
24/08/2017,2687,Little Bay,2036,1700000,4,3,2,house,,,
19/08/2017,2688,Matraville,2036,1990000,4,3,2,duplex/semi-detached,,,
17/08/2017,2689,Matraville,2036,1850000,4,2,2,house,,,
16/08/2017,2690,Eastgardens,2036,1261000,3,1,,duplex/semi-detached,,,
5/08/2017,2691,Matraville,2036,1850000,3,2,3,house,,,
31/07/2017,2692,Malabar,2036,2530000,6,3,3,house,,,
24/07/2017,2693,Malabar,2036,2130000,4,1,2,house,,,
21/07/2017,2694,Malabar,2036,2365000,3,3,2,house,,,
24/06/2017,2695,Chifley,2036,1735000,3,1,3,house,,,
23/06/2017,2696,Hillsdale,2036,2050000,4,2,4,house,,,
9/06/2017,2697,Chifley,2036,1730000,3,2,2,house,,,
3/06/2017,2698,Matraville,2036,1800000,4,2,3,house,,,
20/05/2017,2699,Malabar,2036,2700000,3,1,4,house,,,
20/05/2017,2700,Chifley,2036,2275000,4,2,2,house,,,
20/05/2017,2701,Matraville,2036,1760000,2,1,,house,,,
19/04/2017,2702,Little Bay,2036,1630000,3,3,2,house,,,
11/04/2017,2703,Malabar,2036,1800000,3,2,3,townhouse,,,
8/04/2017,2704,Chifley,2036,1870000,4,2,2,house,,,
31/03/2017,2705,Little Bay,2036,1915000,3,2,2,house,,,
24/03/2017,2706,Matraville,2036,1850000,3,1,4,house,,,
18/03/2017,2707,Eastgardens,2036,1300000,2,1,3,house,,,
14/03/2017,2708,Malabar,2036,2055000,3,1,3,house,,,
10/03/2017,2709,Hillsdale,2036,1070000,3,2,2,townhouse,,,
6/03/2017,2710,Malabar,2036,2200000,3,1,3,house,,,
4/03/2017,2711,Malabar,2036,2410000,3,2,2,house,,,
28/02/2017,2712,Chifley,2036,1600000,4,3,2,duplex/semi-detached,,,
27/02/2017,2713,Malabar,2036,1700000,3,1,1,house,,,
21/02/2017,2714,Matraville,2036,1750000,4,2,2,house,,,
20/02/2017,2715,Little Bay,2036,805000,1,1,1,house,,,
18/02/2017,2716,Matraville,2036,1395000,2,1,1,house,,,
13/02/2017,2717,Little Bay,2036,1585000,3,2,2,terrace,,,
9/02/2017,2718,Chifley,2036,2000000,4,2,2,house,,,
6/02/2017,2719,Chifley,2036,1700000,4,2,2,duplex/semi-detached,,,
